pair	label
boston :: bostonian	2
division :: partition	0
resistant :: tolerant	0
block :: blick	1
partition :: division	0
football :: basketball	0
iolite :: lolite	0
convex :: biconvex	0
grammar :: grammer	1
filigree :: filagree	1
birdcage :: cage	0
solenoid :: selenoid	0
sunrise :: sunset	0
hamster :: hampster	1
horse :: sawhorse	0
jim :: tim	0
pompom :: pompon	1
cherry :: cherrywood	2
surfing :: surf	0
measurement :: measuring	0
rick :: haystack	2
handicapped :: handicap	2
organization :: organisation	0
pebble :: shingle	0
north :: northland	0
positivity :: positive	2
bartender :: barkeep	2
revolution :: innovation	0
row :: rowing	0
conversation :: conversational	0
stocking :: stoking	1
nutrition :: nutriment	0
foot :: foundation	0
fort :: fortress	0
exhibition :: exhibit	0
creme :: cream	0
numeral :: number	0
weather :: wheather	1
serving :: helping	0
crescent :: croissant	0
shortcake :: cake	1
handbook :: guidebook	0
month :: moon	0
ad :: advertising	2
criminal :: crook	0
stewart :: steward	0
piping :: pipe	0
soldier :: solider	1
operating :: operation	0
quickly :: promptly	0
toenail :: fingernail	0
port :: porthole	0
wrench :: wring	0
cutting :: stinging	0
prehistoric :: prehistorical	2
rage :: ramp	0
tread :: trample	0
refrigerator :: refridgerator	0
sensitivity :: sensibility	0
electromagnetic :: magnetic	0
frequency :: frequence	1
philadelphia :: philly	1
padlock :: lock	0
suite :: suit	0
canon :: canyon	0
teething :: teether	0
pepper :: peppercorn	0
venezuelan :: venezuela	2
transformation :: translation	0
cushioning :: padding	2
creation :: conception	0
enclosure :: inclosure	1
statistic :: stat	0
solder :: sodering	1
live :: survive	0
centre :: center	0
condom :: condone	0
literature :: lit	0
dressing :: bandaging	0
welly :: wellie	0
batman :: superman	0
tenth :: ten	0
tourmaline :: citrine	0
awakening :: awaking	1
buddhist :: buddhism	2
groomsman :: groomsmen	0
project :: propose	0
ball :: balk	0
western :: wester	1
baptism :: baptismal	0
host :: horde	0
inspiration :: inspiring	2
flower :: flore	0
tableware :: silverware	0
shoe :: shie	1
trio :: triplet	0
drain :: drainpipe	0
conector :: connector	0
gymnastic :: acrobatic	0
hash :: hashish	0
glow :: glowing	0
organize :: organizer	0
bag :: bah	0
encyclopedia :: cyclopedia	1
cufflink :: cuff	0
oh :: ohio	0
copper :: coper	1
crash :: dash	0
passage :: passing	0
21th :: 21st	0
comfort :: convenience	0
omelette :: omelet	0
sanctuary :: sanctum	0
tight :: toght	0
win :: gain	0
diehard :: die	0
cheese :: chesse	1
trainer :: sneaker	0
costumer :: costume	0
powerful :: powerfull	1
grenade :: granade	1
dim :: dimmed	2
vol :: volume	0
source :: reference	0
humour :: humor	2
colostomy :: ostomy	1
slender :: slim	2
calendar :: calander	0
panel :: pannel	0
motivation :: motivating	0
seasoning :: flavoring	0
military :: militar	1
sunroof :: moonroof	0
johnston :: john	0
antarctic :: antarctica	2
sportswear :: activewear	2
october :: oct	1
storehouse :: warehouse	0
predator :: preditor	1
periodic :: periodical	2
sketching :: drawing	0
afghan :: afghani	2
indicator :: index	0
sdhc :: sd	0
youtube :: youtuber	0
stocking :: socking	1
western :: westerly	0
contemporary :: coeval	0
patch :: eyepatch	0
win :: winning	0
hipster :: hippie	0
sturdy :: hardy	0
sutra :: kamasutra	0
kneecap :: knee	0
embroider :: embroidery	2
elizabeth :: elisabeth	0
medieval :: mediaeval	2
papaw :: pawpaw	0
spinner :: spinster	0
moc :: moccasin	0
bowtie :: tie	0
britney :: brittany	0
cave :: cavern	0
nurse :: nursing	0
sunlight :: sun	2
philly :: philadelphia	2
nine :: ninth	0
mood :: mode	0
steel :: streel	1
vibration :: oscillation	0
compendium :: collection	0
ec5 :: ic5	0
kart :: karting	0
booster :: promoter	0
checker :: chequer	2
powerful :: potent	2
encased :: incased	1
stranger :: foreigner	0
gentlemen :: gentleman	2
custom :: customized	0
alarm :: alert	0
laser :: lazer	0
brooch :: broch	0
warming :: heating	0
expandable :: expansible	1
brasil :: brazil	0
wrapping :: wrapper	0
learn :: learning	0
lacing :: beating	0
moonlight :: moonshine	0
expedition :: excursion	0
sun :: sunlight	0
android :: humanoid	0
scotland :: scottish	2
length :: lenght	1
fifth :: five	0
pod :: cod	0
tailcoat :: tail	0
knicker :: nicker	1
pre :: fore	0
grill :: grille	0
trimming :: trim	0
cradle :: cradel	1
dust :: duat	0
trolley :: tram	0
wayfarer :: wayfare	1
14 :: 14th	0
developing :: development	0
thousand :: grand	0
scarlett :: scarlet	0
preparing :: preparation	0
18 :: 18th	0
lite :: lith	0
important :: significant	0
doily :: doilie	1
jewish :: yiddish	0
lightbulb :: light	0
nighttime :: night	0
encyclopedia :: enciclopedia	1
alaskan :: alaska	2
okay :: ok	2
seaside :: seashore	2
ribbon :: decoration	0
draft :: draught	0
ba300 :: 300	0
futuristic :: futurist	0
greece :: greek	2
duckie :: ducky	2
airline :: airway	0
craftsman :: tradesman	0
load :: lode	0
palestine :: palestinian	2
streak :: stripe	0
qty :: quantity	0
inspiration :: inspirational	2
liner :: linner	1
stretching :: stretch	0
colour :: colorful	0
musician :: music	0
tape :: videotape	0
bath :: bathroom	0
taking :: take	0
bigfoot :: foot	0
poinsettia :: pointsettia	1
bird :: burd	0
trial :: tribulation	0
moment :: instant	0
labour :: labor	2
coral :: coralline	0
bacteria :: bacterium	2
living :: surviving	0
scottish :: scotland	2
disposable :: discardable	2
spoon :: spoonful	0
completely :: wholly	0
crossover :: crossing	0
bubble :: ripple	0
lightening :: whitening	2
situation :: position	0
dolphin :: dorado	0
lily :: lilly	0
accessory :: accoutrement	1
remembrance :: rememberance	1
mother :: daughter	0
grooming :: training	0
dare :: daring	2
impact :: inpact	1
australian :: australia	2
downloadable :: download	2
howling :: howl	2
trio :: triple	0
damaged :: injured	0
noble :: honorable	0
ax :: axe	0
rover :: wanderer	0
philadelphia :: pennsylvania	0
flame :: flare	0
metropolitan :: metro	1
reader :: subscriber	0
nigeria :: nigerian	2
stamp :: stomp	0
needlepoint :: needlework	2
pawpaw :: papaw	0
modeling :: mold	0
january :: jan	1
pompom :: pom	0
near :: dear	0
whisperer :: whisper	1
zipped :: zippered	2
stair :: stairway	0
boxed :: box	0
ankara :: angora	0
distributor :: distributer	1
favourite :: favorite	2
cobweb :: spiderweb	0
passenger :: rider	0
warp :: warping	0
fat :: fatty	0
meditation :: meditative	2
weight :: weighting	0
creature :: creation	0
14th :: 14	0
arabic :: arab	0
hindu :: hindi	2
anchor :: anchorman	0
icecream :: cream	0
odor :: oder	1
modelling :: model	0
integrated :: unified	0
focus :: focussing	0
algebra :: prealgebra	0
flooring :: floor	0
war :: warfare	0
snowblade :: snow	0
kimono :: kimona	1
vet :: veteran	2
investing :: investment	2
doily :: doyley	1
lance :: launch	0
bradley :: bradly	1
stretch :: strech	0
treadmill :: treadwheel	0
junction :: conjunction	0
distressed :: stressed	0
leukemia :: leukaemia	2
headcover :: head	0
guard :: gard	0
overlap :: lap	0
sliver :: splinter	0
eternal :: perpetual	0
conservation :: preservation	2
band :: banda	1
quran :: koran	2
resistor :: resister	1
ripple :: babble	0
falling :: dropping	0
leash :: lead	0
alliance :: alignment	0
chair :: chairman	0
lampshade 4 :: lamp	0
wintertime :: winter	0
pad :: oad	0
blowgun :: gun	1
weatherstrip :: weatherstripping	0
kitten :: kitty	0
drilling :: boring	0
transportation :: transport	0
veggie :: vegetable	0
quiet :: queit	1
pioneer :: groundbreaker	0
foundation :: fundation	1
merchandise :: merch	0
rag :: ragtime	0
creativity :: creative	2
strain :: strive	0
waffle :: waffel	1
holland :: netherland	2
disposer :: disposal	2
fluffy :: fuffy	1
kayak :: kyak	0
vehicular :: car	0
venture :: adventure	0
vein :: vena	1
pack :: backpack	0
ginger :: gingery	0
42381410300b :: 420	0
capacity :: capacitance	0
salty :: salted	2
diversity :: difference	0
cling :: hang	0
glide :: gliding	2
treble :: triple	0
detection :: detect	0
raincoat 4 :: rain	0
toolkit :: tool	0
chile :: chili	0
palette :: palete	1
necessary :: necessity	0
counting :: count	0
larger :: bigger	0
excursion :: expedition	0
pilsner :: beer	1
milano :: milan	0
motorcycle :: motocycle	0
survival :: survive	0
owner :: holder	0
relaxation :: relaxing	0
glitter :: glisten	0
laboratory :: labratory	1
flatware :: silverware	0
bs :: bsc	0
link :: linkup	0
gro :: gross	0
net :: internet	0
cleanser :: cleaner	0
pitcher :: hurler	0
ukelele :: ukulele	2
transform :: translate	0
freshener :: freshner	0
feast :: feed	0
sparkle :: spark	0
eve :: evening	2
pee :: peepee	0
athletic :: acrobatic	0
cookbook :: book	0
spiritual :: spirituality	2
archaeology :: archeology	2
00ga :: 00	0
extract :: excerpt	0
waitress :: wait	0
sleeve :: sleev	0
acoustic :: acoustical	0
traveling :: travel	0
robe :: bathrobe	0
relaxing :: relaxation	0
flavouring :: flavour	0
flasher :: flash	0
alexa :: alexia	0
mono :: monophonic	0
4l340 :: 340	0
sax :: saxophone	2
pioneer :: trailblazer	0
boot :: reboot	0
dangling :: dangle	0
launch :: lance	0
different :: diffrent	1
holme :: holm	0
killing :: kill	0
hanukkah :: hanukah	2
harvest :: harvesting	2
tablecloth :: cloth	0
whiskey :: whisky	0
injector :: injecter	1
statistic :: statistical	2
mirror :: mirroe	1
matthew :: matt	0
coleman :: colman	1
dialogue :: dialog	2
motivation :: reason	0
raspberry :: razzberry	1
graduation :: gradation	0
hitting :: hit	0
reverse :: reversal	2
anne :: anna	0
afro :: fro	0
tailgate :: tailboard	0
occupation :: occupancy	0
medicine :: medicament	0
personalised :: customized	0
silver :: siver	1
limestone :: lime	0
cold :: coldness	0
induction :: inductance	2
sketch :: scetch	1
town :: townsfolk	0
solution :: resolution	0
teepee :: tepee	1
assembly :: assemblage	0
school :: schoolhouse	0
sunscreen :: subscreen	1
mute :: muffle	0
serape :: sarape	2
raspberry :: rasberry	0
shaggy :: shagged	0
collection :: solicitation	0
lego :: leggo	0
dynamic :: dynamical	2
organized :: organised	2
cardboard :: pasteboard	0
brim :: rim	0
behavioural :: behavioral	2
vinyl :: vinal	0
archeology :: archaeology	2
pose :: posture	0
console :: consule	1
gone :: done	0
lubricant :: lube	0
surf :: surfing	0
tropic :: tropical	2
ben :: benjamin	0
slim :: slender	0
tropical :: tropic	0
alligator :: gator	1
swirl :: whirl	0
roadway :: road	2
tubing :: tubbing	1
whole :: hale	0
illusion :: delusion	0
supernatural :: paranormal	2
graduated :: calibrated	0
town :: township	2
length :: lengthwise	0
graphic :: graphical	2
flavour :: flavoring	0
shelving :: shelve	2
15 :: 15th	0
cooking :: cookery	0
scarlet :: scarlett	1
stairway :: stair	0
ninth :: nine	0
aesthetic :: esthetic	0
flexible :: flexile	1
evening :: eventide	0
fantasy :: fancy	0
fiancee :: fiance	2
planner :: deviser	0
grandpa :: grampy	0
thought :: thinking	0
tuxedo :: tux	0
money :: moola	0
trolley :: trolly	0
handle :: handel	0
freeze :: freezing	0
aeroplane :: plane	2
etched :: inscribed	0
masonry :: masonary	1
grand :: thousand	0
boss :: emboss	0
mantle :: mantel	0
buff :: burnish	0
johnson :: john	0
grate :: grating	2
shaped :: shapen	0
repellent :: repellant	0
launch :: launching	0
organize :: organized	2
goddaughter :: god	0
nursing :: nurse	0
framework :: frame	0
shhh :: shh	2
duffle :: duffel	0
regulation :: regulating	0
whip :: whiplash	0
organizational :: organization	0
eyepatch :: patch	1
battery :: attery	0
november :: october	0
shade :: lampshade	0
goodnight :: night	0
spill :: spillage	0
eastern :: east	2
thinking :: thought	0
automobile :: automotive	0
560ohm :: 560	0
carved :: carven	2
struggle :: battle	0
tassel :: tassell	1
sketch :: sketching	0
multimode :: singlemode	0
israel :: isreal	1
ann :: anna	0
arabian :: arab	2
celebration :: jubilation	0
neutral :: impersonal	0
manufacturer :: maker	0
matchbook :: match	0
masonic :: mason	0
pallet :: palet	1
super :: superintendent	0
stripper :: peeler	0
hazelnut :: hazel	0
cross :: crucifix	2
storehouse :: storage	0
apocalypse :: apocolypse	1
mitchell :: michael	0
breadmaker :: bread	0
curling :: curled	0
wreath :: wreathe	1
paper :: wallpaper	0
redhead :: head	0
autism :: autistic	0
elementary :: primary	0
doll :: dol	0
activewear :: sportswear	2
company :: corporation	0
virgo :: virgin	0
pouf :: pouffe	0
grating :: grate	2
supercoil :: coil	0
firefighter :: fireman	0
praying :: prayer	2
passing :: pass	0
cheerleading :: cheerleader	0
scribble :: scrabble	0
headdress :: headpiece	0
rainwear :: raingear	2
sweet :: sweer	1
talking :: talk	0
retractable :: retractible	1
paddle :: toddle	0
lid :: eyelid	0
mechanism :: mechanic	0
bottle :: bottler	0
shaman :: shamanic	2
binder :: bunder	0
mathematic :: math	2
muffle :: mute	0
adoption :: adoptive	0
rider :: passenger	0
grommet :: gromet	1
fibreglass :: fiberglass	0
nightshirt :: shirt	0
camping :: tenting	2
louver :: louvre	0
ally :: allie	0
piece :: peice	0
cosy :: cozy	0
mutant :: mutation	0
tattooing :: tattoo	2
mamma :: mama	2
american :: america	0
cultured :: educated	0
comfortable :: confortable	1
terminal :: terminus	1
cue :: clue	0
duo :: duet	0
renovation :: refurbishment	0
organizer :: organiser	0
wide :: widely	0
crocheted :: crochet	2
fabric :: fabrick	1
eleventh :: eleven	0
creative :: creativity	0
medicine :: medecine	1
mike :: michael	0
shooter :: shot	0
preservation :: conservation	0
strung :: string	0
ileostomy :: ostomy	1
barbeque :: barbecue	0
voltmeter :: multimeter	0
survive :: survival	2
spotlight :: light	0
review :: refresh	0
license :: licence	0
racoon :: raccoon	1
motion :: motility	0
lengthened :: extended	0
chinrest :: chin	0
snore :: snoring	2
photography :: photographing	2
stretch :: stint	0
theatre :: theater	2
croissant :: crescent	0
shepherd :: shepard	0
mystery :: myster	1
light :: loght	0
blitz :: blitzkrieg	0
housing :: houseline	0
chessboard :: chess	1
lariat :: lasso	0
meat :: mear	1
halter :: hackamore	0
short :: shory	1
shoe :: shoed	0
mythic :: magic	0
netherland :: holland	2
light :: alight	0
rule :: principle	0
doorbell :: bell	0
married :: marriage	2
married :: marital	2
resolution :: declaration	0
revolution :: rotation	0
agricultural :: agriculture	2
inlet :: intake	0
bloom :: blooming	2
calendar :: calender	0
tyre :: tire	0
moulding :: molding	0
selling :: marketing	0
buffing :: polishing	0
really :: real	0
australia :: australian	2
flavour :: flavouring	0
cummerbund :: cumberbund	0
tux :: tuxedo	2
470ohm :: 470	0
thief :: theif	1
dryer :: drier	0
modelling :: modeling	0
digestive :: digestion	0
salwar :: shalwar	0
dancer :: dance	0
cove :: cave	0
bob :: bobsled	0
pass :: passing	0
pioneer :: pioner	1
vital :: critical	0
kid :: kidskin	0
combat :: conflict	0
southern :: south	2
giant :: gaint	1
creation :: creature	0
bedframe :: bed	0
stewart :: stuart	0
fantasy :: phantasy	1
velvet :: velvety	0
diffuser :: diffusor	1
caliper :: calliper	0
guatemala :: guatemalan	2
cami :: camisole	0
sweat :: sweatshirt	0
false :: faux	0
entering :: entrance	0
artic :: arctic	0
lock :: interlock	0
bolt :: thunderbolt	0
aluminium :: aluminum	0
component :: ingredient	0
manga :: mango	0
ten :: tenner	0
chalk :: chaulk	1
hairstyle :: hair	0
bundle :: pile	0
snowman :: snowmen	0
wedge :: wedged	0
dl1961 :: 1961	0
cole :: kale	0
installation :: installing	0
diversity :: variety	0
awakening :: wakening	1
tarpaulin :: tarp	0
geological :: geologic	2
hematite :: haematite	2
crackle :: crackling	2
myth :: mythology	2
extremely :: highly	0
stitching :: sewing	0
highway :: freeway	2
bakery :: bakehouse	0
waterfall :: fall	0
pullover :: pull	0
equal :: equate	0
lanyard :: landyard	1
pendant :: pedant	1
strainer :: stainer	0
humorous :: humor	2
sarcasm :: sarcastic	2
bond :: bind	0
mythical :: mythological	2
extended :: lengthened	0
molding :: modeling	0
lining :: facing	0
stranded :: marooned	2
icecream :: ice	0
quite :: quiet	0
pavilion :: pavillion	1
interlock :: lock	0
chronicle :: chronical	1
reindeer :: raindeer	1
bounce :: bound	0
text :: textbook	2
interchangeable :: exchangeable	2
gamer :: gamester	0
fairy :: faerie	0
mailing :: shipping	0
nutritional :: nutrition	2
first :: frist	1
rest :: relaxation	0
gold :: gild	0
embellishment :: embroidery	0
wildcat :: bobcat	0
dream :: daydream	0
premiere :: premier	2
gonna :: going	2
meditative :: meditation	2
freezing :: frost	0
glassware :: stemware	0
keystone :: key	0
champagne :: champaign	1
encouraging :: encouragement	2
abandoned :: deserted	2
restore :: reconstruct	0
version :: variation	0
coupling :: mating	0
crib :: cribbing	0
trigger :: trip	0
splash :: spatter	0
scrub :: srub	1
going :: passing	0
decoration :: devoration	1
reaper :: harvester	0
underwear :: underclothing	0
flop :: flipflop	0
shield :: sheild	0
wooden :: wooded	0
digitizer :: digitiser	2
wood :: wooded	0
gambling :: gaming	0
mate :: checkmate	0
sticky :: steamy	0
lm67048 :: 67048	0
base :: basis	0
demonstration :: demo	2
advertising :: ad	1
noise :: noice	1
commercial :: comercial	1
nursery :: nursary	1
herb :: herbalism	0
comic :: comical	2
jeweled :: jewelled	1
la1000 :: 1000	0
seamless :: seemless	1
scouting :: scout	2
eggshell :: shell	0
manikin :: mannequin	0
tongue :: tounge	1
autobiography :: biography	0
official :: offical	1
parlor :: parlour	2
ridge :: ridgeline	0
breeding :: rearing	0
crochet :: croche	1
sulphate :: sulfate	2
mathematical :: math	2
buff :: buffer	0
shaving :: shave	0
construction :: contruction	1
chinese :: taiwanese	0
al :: aluminum	0
cardboard :: paperboard	0
mobile :: moble	1
patrol :: patrole	1
teakettle :: tea	0
latino :: latina	0
speaker :: talker	0
fertiliser :: fertilizer	2
drawer :: drawe	1
father :: founder	0
squat :: squatting	0
crow :: crowbar	0
identifier :: id	1
restore :: reinstate	0
adjustment :: adaptation	0
sword :: sord	1
festival :: fete	0
vista :: view	0
sole :: resole	0
